SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING,Security ID,LTP
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-Oct-24,25807,57.03
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-Jul-23,17313,1240
LMW,LMW Limited,EQ,29-Mar-95,1979,15272
LODHA,Lodha Developers Limited,EQ,19-Apr-21,3220,1076
LOKESHMACH,Lokesh Machines Limited,EQ,05-May-06,13436,148.7
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-Aug-23,18232,174.31
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-Aug-25,758145,158.06
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,16807,112.68
LOVABLE,Lovable Lingerie Limited,EQ,24-Mar-11,22415,79.18
LOYALTEX,Loyal Textile Mills Limited,EQ,11-Aug-22,10590,206.5
LPDC,Landmark Property Development Company Limited,EQ,12-Aug-08,16863,7.01
LT,Larsen & Toubro Limited,EQ,23-Jun-04,11483,3997.5
LTF,L&T Finance Limited,EQ,12-Aug-11,24948,307.3
LTFOODS,LT Foods Limited,EQ,18-Dec-06,13816,390.7
LTIM,LTIMindtree Limited,EQ,21-Jul-16,17818,6245.5
LTTS,L&T Technology Services Limited,EQ,23-Sep-16,18564,4548.9
LUMAXIND,Lumax Industries Limited,EQ,06-Sep-95,2018,5755
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-07,14014,1511.7
LUPIN,Lupin Limited,EQ,10-Sep-01,10440,2051.8
LUXIND,Lux Industries Limited,EQ,30-Nov-15,11301,1131.3
LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-21,2841,171.87
LYKALABS,Lyka Labs Limited,EQ,08-Feb-95,2028,76.59
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-Nov-13,31468,4.91
M&M,Mahindra & Mahindra Limited,EQ,03-Jan-96,2031,3635.9
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,13285,353.4
MAANALU,Maan Aluminium Limited,EQ,22-Oct-07,15017,147.78
MACPOWER,Macpower CNC Machines Limited,EQ,19-Aug-20,22347,999.6
MADHAV,Madhav Marbles and Granites Limited,EQ,20-Dec-07,15151,41.05
MADHUCON,Madhucon Projects Limited,EQ,05-Oct-06,13671,5.89
MADRASFERT,Madras Fertilizers Limited,EQ,25-Jul-97,4911,72.72
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-Jul-17,21392,478.6
MAGNUM,Magnum Ventures Limited,EQ,20-Sep-07,14957,24.17
MAHABANK,Bank of Maharashtra,EQ,12-Apr-04,11377,57.03
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-Jan-98,5239,74.61
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-Feb-20,17603,125.1
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-Apr-19,9576,47.39
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-May-00,8050,404.55
MAHLOG,Mahindra Logistics Limited,EQ,10-Nov-17,385,325.6
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-Feb-95,2085,13954
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-Aug-04,2088,552.05
MAITHANALL,Maithan Alloys Limited,EQ,05-Jul-11,24538,930.95
MALLCOM,Mallcom (India) Limited,EQ,02-Feb-22,7965,1163.1
MALUPAPER,Malu Paper Mills Limited,EQ,05-Apr-06,13352,36.1
MAMATA,Mamata Machinery Limited,EQ,27-Dec-24,28687,424.2
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-Mar-15,7413,136.46
MANAKSIA,Manaksia Limited,EQ,08-Jan-08,15199,60.82
MANAKSTEEL,Manaksia Steels Limited,EQ,30-Mar-15,7463,58.66
MANALIPETC,Manali Petrochemicals Limited,EQ,06-Dec-06,13796,60.68
MANAPPURAM,Manappuram Finance Limited,EQ,01-Dec-14,19061,275.2
MANBA,Manba Finance Limited,EQ,30-Sep-24,25597,137.91
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-Aug-24,24823,166.16
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-May-05,11817,24.87
MANGLMCEM,Mangalam Cement Limited,EQ,03-Jan-96,2106,759.25
MANINDS,Man Industries (India) Limited,EQ,24-Jun-05,11884,441.25
MANINFRA,Man Infraconstruction Limited,EQ,11-Mar-10,18226,134.17
MANKIND,Mankind Pharma Limited,EQ,09-May-23,15380,2180.4
MANORAMA,Manorama Industries Limited,EQ,01-Jul-22,10227,1343.8
MANORG,Mangalam Organics Limited,EQ,02-Nov-21,6422,484.5
MANUGRAPH,Manugraph India Limited,EQ,14-Sep-06,13572,16.24
MANYAVAR,Vedant Fashions Limited,EQ,16-Feb-22,8167,610.05
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-Dec-21,7227,1642.2
MARALOVER,Maral Overseas Limited,EQ,08-Feb-95,2112,45.6
MARATHON,Marathon Nextgen Realty Limited,EQ,29-Sep-16,18659,554.35
MARICO,Marico Limited,EQ,01-May-96,4067,730.5
MARINE,Marine Electricals (India) Limited,EQ,02-Dec-20,1328,205.41
MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-Oct-25,760204,155.35
MARKSANS,Marksans Pharma Limited,EQ,21-Jan-02,10579,190.11
MARUTI,Maruti Suzuki India Limited,EQ,09-Jul-03,10999,16020
MASFIN,MAS Financial Services Limited,EQ,18-Oct-17,199,317
MASTEK,Mastek Limited,EQ,10-May-95,2124,2191.8
MASTERTR,Master Trust Limited,EQ,12-Nov-24,27047,115.64
MATRIMONY,Matrimony.Com Limited,EQ,21-Sep-17,21726,528.45
MAWANASUG,Mawana Sugars Limited,EQ,20-Mar-09,17022,80.53
MAXESTATES,Max Estates Limited,EQ,30-Oct-23,19646,457.3
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-Aug-20,22377,1074.7
MAXIND,Max India Limited,EQ,28-Aug-20,22428,195.08
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-Sep-12,28906,483.45
MAZDA,Mazda Limited,EQ,01-Nov-16,18866,219.8
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,509,2489.1
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,12686,397.85
MBEL,M & B Engineering Limited,EQ,06-Aug-25,758150,379.5
MBLINFRA,MBL Infrastructure Limited,EQ,11-Jan-10,18029,33.17
MCL,Madhav Copper Limited,EQ,19-Aug-20,22360,45.66
MCLOUD,Magellanic Cloud Limited,EQ,07-Feb-25,29482,29.51
MCX,Multi Commodity Exchange of India Limited,EQ,09-Mar-12,31181,10358
MEDANTA,Global Health Limited,EQ,16-Nov-22,11956,1170.4
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-Jan-24,21705,488.1
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-Oct-21,6278,378.75
MEDICO,Medico Remedies Limited,EQ,26-May-22,9667,52.45
MEDPLUS,Medplus Health Services Limited,EQ,23-Dec-21,7254,813.6
MEIL,Mangal Electrical Industries Limited,EQ,28-Aug-25,758748,369.7
MENONBE,Menon Bearings Limited,EQ,09-Mar-15,6961,106.94
METROBRAND,Metro Brands Limited,EQ,22-Dec-21,7242,1085.4
METROPOLIS,Metropolis Healthcare Limited,EQ,15-Apr-19,9581,1921.8
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-Aug-24,24937,26.53
MFSL,Max Financial Services Limited,EQ,17-May-00,2142,1690.9
MGEL,Mangalam Global Enterprise Limited,EQ,23-Dec-20,1593,14.56
MGL,Mahanagar Gas Limited,EQ,01-Jul-16,17534,1105.6
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-Jan-22,7886,227.48
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,17333,309.6
MICEL,MIC Electronics Limited,EQ,17-Dec-21,7169,44.18
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-Apr-18,2463,303.45
MIDWESTLTD,Midwest Limited,EQ,24-Oct-25,759517,1422.1
MINDACORP,Minda Corporation Limited,EQ,16-Oct-14,25897,581.4
MINDTECK,Mindteck (India) Limited,EQ,02-Aug-16,18049,198.58
MIRCELECTR,MIRC Electronics Limited,EQ,24-May-04,2202,23.98
MIRZAINT,Mirza International Limited,EQ,28-Apr-99,4394,40.4
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-Mar-22,8469,67.03
MITTAL,Mittal Life Style Limited,EQ,29-Apr-20,18562,1.28
MKPL,M K Proteins Limited,EQ,13-Jun-23,16736,5.97
MMFL,MM Forgings Limited,EQ,20-Dec-06,13844,360
MMP,MMP Industries Limited,EQ,09-Jan-20,16395,252.5
MMTC,MMTC Limited,EQ,09-Apr-12,17957,53.67
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-Dec-24,28046,230.74
MODIRUBBER,Modi Rubber Limited,EQ,07-Feb-96,2229,102.58
MODIS,Modis Navnirman Limited,EQ,14-Nov-25,759752,325.8
MODISONLTD,MODISON LIMITED,EQ,03-May-21,3316,140.4
MODTHREAD,Modern Threads (India) Limited,EQ,22-Nov-95,2241,44.04
MOHITIND,Mohit Industries Limited,EQ,14-Mar-13,29423,28.24
MOIL,MOIL Limited,EQ,15-Dec-10,20830,318.55
MOKSH,Moksh Ornaments Limited,EQ,21-May-21,3586,14.23
MOL,Meghmani Organics Limited,EQ,18-Aug-21,5394,63.83
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-Jul-16,17625,157.74
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-Feb-15,6713,590.25
MONARCH,Monarch Networth Capital Limited,EQ,06-Jan-22,7679,300
MONEYBOXX,Moneyboxx Finance Limited,EQ,15-Oct-25,759381,133.85
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-Dec-14,5938,698.5
MOREPENLAB,Morepen Laboratories Limited,EQ,24-Nov-99,2259,41.36
MOSCHIP,Moschip Technologies Limited,EQ,05-Feb-25,29459,204.64
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-Aug-96,25510,0
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-Sep-07,14947,849.7
MOTISONS,Motisons Jewellers Limited,EQ,26-Dec-23,20788,16.16
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-Feb-95,2268,24.42
MPHASIS,MphasiS Limited,EQ,04-Jun-04,4503,2878.8
MPSLTD,MPS Limited,EQ,21-Jan-02,10578,2110
MRF,MRF Limited,EQ,18-Sep-96,2277,152345
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-05,2283,153.71
MSPL,MSP Steel & Power Limited,EQ,18-Jul-05,11919,35.38
MSTCLTD,Mstc Limited,EQ,29-Mar-19,9356,482
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-Mar-22,8596,44.75
MTARTECH,Mtar Technologies Limited,EQ,15-Mar-21,2709,2332.4
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-Feb-99,2294,36.34
MUFIN,Mufin Green Finance Limited,EQ,06-Nov-23,19783,109.91
MUFTI,Credo Brands Marketing Limited,EQ,27-Dec-23,20878,95.32
MUKANDLTD,Mukand Limited,EQ,23-Feb-04,11325,131.21
MUKKA,Mukka Proteins Limited,EQ,07-Mar-24,22980,24.76
MUKTAARTS,Mukta Arts Limited,EQ,12-Sep-00,8687,60.43
MUNJALAU,Munjal Auto Industries Limited,EQ,19-Jul-06,13511,78.35
MUNJALSHOW,Munjal Showa Limited,EQ,12-May-03,2307,123.32
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-May-04,2313,34.38
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-Aug-15,10415,274.2
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-May-11,23650,3742.1
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-Dec-23,20831,177.93
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-Oct-23,19015,184.67
MWL,Mangalam Worldwide Limited,EQ,18-Sep-25,759169,262.62
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-16,17295,4.52
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-Jun-07,14702,26.39
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-Mar-08,15360,254.75
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-Dec-05,13106,106.72
NAHARPOLY,Nahar Poly Films Limited,EQ,23-Mar-07,14445,242.25
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-Mar-07,14440,197.95
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-Nov-17,357,818.7
NATCAPSUQ,Natural Capsules Limited,EQ,14-Feb-25,29583,184.96
NATCOPHARM,Natco Pharma Limited,EQ,27-Dec-95,3918,892.8
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-Jan-14,11065,147.88
NATIONALUM,National Aluminium Company Limited,EQ,28-Apr-99,6364,265.65
NAUKRI,Info Edge (India) Limited,EQ,21-Nov-06,13751,1376.3
NAVA,NAVA LIMITED,EQ,03-Apr-96,4014,557.25
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-Jun-07,14672,5707
NAVKARCORP,Navkar Corporation Limited,EQ,09-Sep-15,10557,97.94
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-Jan-25,29146,1.57
NAVNETEDUL,Navneet Education Limited,EQ,08-Feb-95,2385,140.44
NAZARA,Nazara Technologies Limited,EQ,30-Mar-21,2987,225.7
NBCC,NBCC (India) Limited,EQ,12-Apr-12,31415,108.1
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-Nov-16,19111,2296.6
NCC,NCC Limited,EQ,14-Oct-03,2319,162.68
NCLIND,NCL Industries Limited,EQ,03-Apr-07,14490,202.07
NDGL,Naga Dhunseri Group Limited,EQ,29-Aug-16,18371,2980.1
NDL,Nandan Denim Limited,EQ,23-Mar-12,31258,2.94
NDLVENTURE,NDL Ventures Limited,EQ,24-Apr-07,14547,89.52
NDRAUTO,Ndr Auto Components Limited,EQ,30-Jul-20,22255,823.5
NDTV,New Delhi Television Limited,EQ,19-May-04,11427,81.15
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-Mar-16,13522,19.01
NECLIFE,Nectar Lifesciences Limited,EQ,18-Jul-05,11927,20.9
NELCAST,Nelcast Limited,EQ,27-Jun-07,14761,107.91
NELCO,NELCO Limited,EQ,28-May-03,2388,758.25
NEOGEN,Neogen Chemicals Limited,EQ,08-May-19,9917,979.8
NESCO,Nesco Limited,EQ,08-Apr-08,15409,1225.9
NESTLEIND,Nestle India Limited,EQ,01-Aug-23,17963,1215.8
NETWEB,Netweb Technologies India Limited,EQ,27-Jul-23,17433,3127.8
NETWORK18,Network18 Media & Investments Limited,EQ,02-Feb-07,14111,42.75
NEULANDLAB,Neuland Laboratories Limited,EQ,13-Oct-08,2406,16674
NEWGEN,Newgen Software Technologies Limited,EQ,29-Jan-18,1164,844.9
NEXTMEDIA,Next Mediaworks Limited,EQ,04-Apr-01,9867,6.27
NFL,National Fertilizers Limited,EQ,28-Dec-06,13925,86.33
NGIL,Nakoda Group of Industries Limited,EQ,20-Aug-21,5401,28.45
NGLFINE,NGL Fine-Chem Limited,EQ,08-Jul-22,10277,1294.7
NH,Narayana Hrudayalaya Ltd.,EQ,06-Jan-16,11840,1889.3
NHPC,NHPC Limited,EQ,01-Sep-09,17400,76.47
NIACL,The New India Assurance Company Limited,EQ,13-Nov-17,399,159.17
NIBE,NIBE Limited,EQ,07-Feb-25,29487,1009.8
NIBL,NRB Industrial Bearings Limited,EQ,09-Apr-13,29733,27.57
NIITLTD,NIIT Limited,EQ,16-Aug-04,11522,89.02
NIITMTS,NIIT Learning Systems Limited,EQ,08-Aug-23,17747,395.4
NILAINFRA,Nila Infrastructures Limited,EQ,21-May-15,9253,9.84
NILKAMAL,Nilkamal Limited,EQ,01-Nov-95,2421,1378.2
NINSYS,NINtec Systems Limited,EQ,21-Feb-23,14194,397.95
NIPPOBATRY,Indo-National Limited,EQ,06-Oct-99,6782,413.95
NIRAJ,Niraj Cement Structurals Limited,EQ,01-Oct-20,255,35.02
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-Oct-16,18840,217.62
NITCO,Nitco Limited,EQ,21-Mar-06,13300,82.13
NITINSPIN,Nitin Spinners Limited,EQ,02-Feb-06,13175,313.95
NITIRAJ,Nitiraj Engineers Limited,EQ,22-Apr-21,3247,183.57
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-Nov-24,27097,74.58
NKIND,NK Industries Limited,EQ,07-Jul-95,2439,66.7
NLCINDIA,NLC India Limited,EQ,23-Aug-00,8585,239.23
NMDC,NMDC Limited,EQ,03-Mar-08,15332,74.83
NOCIL,NOCIL Limited,EQ,17-Jan-96,2442,161.56
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-Dec-02,10786,4.44
NORTHARC,Northern Arc Capital Limited,EQ,24-Sep-24,25426,260.55
NOVAAGRI,Nova Agritech Limited,EQ,31-Jan-24,22477,41.58
NPST,Network People Services Technologies Limited,EQ,30-Apr-25,756324,1481.6
NRAIL,N R Agarwal Industries Limited,EQ,05-Apr-17,20314,471.5
NRBBEARING,NRB Bearing Limited,EQ,08-Mar-00,7553,278.3
NRL,Nupur Recyclers Limited,EQ,12-Jan-23,13675,56.6
NSIL,Nalwa Sons Investments Limited,EQ,17-Nov-03,11239,6495.5
NSLNISP,NMDC Steel Limited,EQ,20-Feb-23,14180,40.19
NTPC,NTPC Limited,EQ,05-Nov-04,11630,319.85
NTPCGREEN,NTPC Green Energy Limited,EQ,27-Nov-24,27176,90.83
NUCLEUS,Nucleus Software Exports Limited,EQ,19-Dec-02,10791,915.95
NURECA,Nureca Limited,EQ,25-Feb-21,2350,306.7
NUVAMA,Nuvama Wealth Management Limited,EQ,26-Sep-23,18721,7074
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-Aug-21,5426,342.15
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-Nov-21,6545,252.95
OAL,Oriental Aromatics Limited,EQ,11-Jul-19,10768,278.05
OBCL,Orissa Bengal Carrier Limited,EQ,07-Apr-22,8797,55.05
OBEROIRLTY,Oberoi Realty Limited,EQ,20-Oct-10,20242,1628
OCCLLTD,OCCL Limited,EQ,29-Oct-24,25918,92.81
OFSS,Oracle Financial Services Software Limited,EQ,28-Jun-02,10738,8062
OIL,Oil India Limited,EQ,30-Sep-09,17438,401.9
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-Aug-95,2472,64.14
OLAELEC,Ola Electric Mobility Limited,EQ,09-Aug-24,24777,34.74
OLECTRA,Olectra Greentech Limited,EQ,20-Mar-02,10637,1206
OMAXAUTO,Omax Autos Limited,EQ,20-Feb-03,10922,88.6
OMAXE,Omaxe Limited,EQ,09-Aug-07,14853,64.62
OMFREIGHT,Om Freight Forwarders Limited,EQ,08-Oct-25,759411,91.39
OMINFRAL,OM INFRA LIMITED,EQ,17-Jun-11,24231,102.36
ONEPOINT,One Point One Solutions Limited,EQ,09-May-19,9939,52.58
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-Jan-25,29224,1657.6
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-Jul-95,2475,239.84
ONMOBILE,OnMobile Global Limited,EQ,19-Feb-08,15278,56.73
ONWARDTEC,Onward Technologies Limited,EQ,07-Mar-01,2481,280.85
OPTIEMUS,Optiemus Infracom Limited,EQ,08-Aug-17,21469,535.75
ORBTEXP,Orbit Exports Limited,EQ,05-Nov-13,31475,181.4
ORCHASP,Orchasp Limited,EQ,07-Feb-25,29492,2.84
ORCHPHARMA,Orchid Pharma Limited,EQ,02-Nov-20,926,834.2
ORIENTALTL,Oriental Trimex Limited,EQ,07-Mar-07,14346,8.53
ORIENTBELL,Orient Bell Limited,EQ,14-Feb-07,14278,268.4
ORIENTCEM,Orient Cement Limited,EQ,12-Jul-13,30089,153.26
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-Dec-05,13111,41.91
ORIENTELEC,Orient Electric Limited,EQ,14-May-18,2972,179.46
ORIENTHOT,Oriental Hotels Limited,EQ,27-Aug-98,2493,107.82
ORIENTLTD,Orient Press Limited,EQ,03-Mar-10,18208,79.95
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-Mar-95,2496,23.18
ORIENTTECH,Orient Technologies Limited,EQ,28-Aug-24,24961,338.9
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-Sep-10,19931,4603.5
ORKLAINDIA,Orkla India Limited,EQ,06-Nov-25,759569,613.7
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,30-Mar-21,2979,15.41
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-Dec-22,12635,15.85
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-Mar-95,2514,58.07
OSWALGREEN,Oswal Greentech Limited,EQ,28-Aug-96,471,32.58
OSWALPUMPS,Oswal Pumps Limited,EQ,20-Jun-25,756802,513.45
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,28-Feb-23,14305,13.61
PACEDIGITK,Pace Digitek Limited,EQ,06-Oct-25,759342,200.16
PAGEIND,Page Industries Limited,EQ,16-Mar-07,14413,37195
PAISALO,Paisalo Digital Limited,EQ,17-Oct-11,25468,37.37
PAKKA,PAKKA LIMITED,EQ,11-Jul-23,17197,105.41
PALASHSECU,Palash Securities Limited,EQ,28-Jul-17,21383,110.61
PALREDTEC,Palred Technologies Limited,EQ,09-May-16,17062,39.87
PANACEABIO,Panacea Biotec Limited,EQ,17-Apr-96,4055,337.25
PANAMAPET,Panama Petrochem Limited,EQ,30-Sep-11,25392,287.1
PAR,Par Drugs And Chemicals Limited,EQ,16-Sep-21,5631,97.68
PARACABLES,Paramount Communications Limited,EQ,03-Jan-07,13951,35.99
PARADEEP,Paradeep Phosphates Limited,EQ,27-May-22,9741,155.26
PARAGMILK,Parag Milk Foods Limited,EQ,19-May-16,17130,303.2
PARAS,Paras Defence and Space Technologies Limited,EQ,01-Oct-21,5911,671.95
PARASPETRO,Paras Petrofils Limited,EQ,14-Feb-96,3972,1.94
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-Feb-24,22649,130.76
PARSVNATH,Parsvnath Developers Limited,EQ,30-Nov-06,13791,12.02
PASHUPATI,Pashupati Cotspin Limited,EQ,17-Jul-25,757955,823.6
PASUPTAC,Pasupati Acrylon Limited,EQ,12-Oct-21,6045,52.19
PATANJALI,Patanjali Foods Limited,EQ,24-Jan-20,17029,539
PATELENG,Patel Engineering Limited,EQ,24-Feb-05,11699,30.91
PATELRMART,Patel Retail Limited,EQ,26-Aug-25,759439,212.55
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-Jan-08,15219,13.33
PAUSHAKLTD,Paushak Limited,EQ,01-Dec-25,759969,592.2
PAVNAIND,Pavna Industries Limited,EQ,01-Jun-23,16192,27.76
PAYTM,One 97 Communications Limited,EQ,18-Nov-21,6705,1316.7
PCBL,PCBL Chemical Limited,EQ,29-Mar-95,2649,312.15
PCJEWELLER,PC Jeweller Limited,EQ,27-Dec-12,29124,11.07
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-Mar-16,15377,97.29
PDSL,PDS Limited,EQ,21-Oct-14,5264,353.05
PEARLPOLY,Pearl Polymers Limited,EQ,11-Oct-95,2610,21.29
PENIND,Pennar Industries Limited,EQ,25-Nov-10,20621,198.24
PENINLAND,Peninsula Land Limited,EQ,08-Feb-95,2256,26.69
PERSISTENT,Persistent Systems Limited,EQ,06-Apr-10,18365,6302
PETRONET,Petronet LNG Limited,EQ,26-Mar-04,11351,269.25
PFC,Power Finance Corporation Limited,EQ,23-Feb-07,14299,342.5
PFIZER,Pfizer Limited,EQ,28-Apr-99,2643,4979.6
PFOCUS,Prime Focus Limited,EQ,20-Jun-06,13496,192.52
PFS,PTC India Financial Services Limited,EQ,30-Mar-11,22602,32.61
PGEL,PG Electroplast Limited,EQ,26-Sep-11,25358,556.45
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-Jul-04,2535,12598
PGHL,Procter & Gamble Health Limited,EQ,24-Apr-96,940,5623.5
PGIL,Pearl Global Industries Limited,EQ,15-Feb-07,14260,1570.2
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-Apr-07,14552,1739.2
PICCADIL,Piccadily Agro Industries Limited,EQ,02-Jul-25,757754,563.15
PIDILITIND,Pidilite Industries Limited,EQ,29-Mar-95,2664,1459.8
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-May-23,15716,134.97
PIIND,PI Industries Limited,EQ,15-Jun-11,24184,3343
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-Dec-15,11445,5167
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-Oct-13,30835,10.88
PINELABS,Pine Labs Limited,EQ,14-Nov-25,759820,242.65
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-May-06,13463,28.98
PIRAMALFIN,Piramal Finance Limited,EQ,07-Nov-25,759551,1506.4
PITTIENG,Pitti Engineering Limited,EQ,02-Feb-07,14134,794.95
PIXTRANS,Pix Transmissions Limited,EQ,28-Apr-22,9087,1450.7
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-Aug-15,10321,732
PLASTIBLEN,Plastiblends India Limited,EQ,28-Dec-06,13920,159.39
PLATIND,Platinum Industries Limited,EQ,05-Mar-24,22930,254.45
PLAZACABLE,Plaza Wires Limited,EQ,12-Oct-23,19458,40.83
PNB,Punjab National Bank,EQ,24-Apr-02,10666,117.83
PNBGILTS,PNB Gilts Limited,EQ,18-Sep-00,8736,81.17
PNBHOUSING,PNB Housing Finance Limited,EQ,07-Nov-16,18908,882.6
PNC,Pritish Nandy Communications Limited,EQ,11-Dec-00,9342,25.99
PNCINFRA,PNC Infratech Limited,EQ,26-May-15,9385,254.85
PNGJL,P N Gadgil Jewellers Limited,EQ,17-Sep-24,25312,600.4
POCL,Pondy Oxides & Chemicals Limited,EQ,06-Mar-23,14385,1314.2
PODDARMENT,Poddar Pigments Limited,EQ,22-Nov-16,19036,253.8
POKARNA,Pokarna Limited,EQ,07-Jul-16,17651,827.5
POLICYBZR,PB Fintech Limited,EQ,15-Nov-21,6656,1957.3
POLYCAB,Polycab India Limited,EQ,16-Apr-19,9590,7194
POLYMED,Poly Medicure Limited,EQ,07-Dec-11,25718,1909.3
POLYPLEX,Polyplex Corporation Limited,EQ,11-Apr-03,2687,795.5
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-Apr-02,10661,275.5
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-Apr-04,11403,455.3
POWERGRID,Power Grid Corporation of India Limited,EQ,05-Oct-07,14977,264.55
POWERINDIA,Hitachi Energy India Limited,EQ,30-Mar-20,18457,19500
POWERMECH,Power Mech Projects Limited,EQ,26-Aug-15,10473,2193.6
PPAP,PPAP Automotive Limited,EQ,11-Jan-08,15209,214.58
PPL,Prakash Pipes Limited,EQ,14-Jun-19,10297,231.99
PPLPHARMA,Piramal Pharma Limited,EQ,19-Oct-22,11571,173.34
PRABHA,Prabha Energy Limited,EQ,19-Mar-25,30134,185.04
PRAJIND,Praj Industries Limited,EQ,11-Oct-95,2705,311
PRAKASH,Prakash Industries Limited,EQ,10-May-95,2708,133.11
PRAKASHSTL,Prakash Steelage Limited,EQ,25-Aug-10,19599,4.07
PRAXIS,Praxis Home Retail Limited,EQ,31-Jan-18,1204,9.17
PRECAM,Precision Camshafts Limited,EQ,08-Feb-16,12603,153.75
PRECOT,Precot Limited,EQ,19-Aug-05,2711,440.65
PRECWIRE,Precision Wires India Limited,EQ,06-Sep-95,2717,238.5
